titre	sous_titre	description	cat	sous_cat	link	link_title	lieu	img	img_alt	date
Cornet à bouquin ténor		Cornet à bouquin ténor en forme de serpent, instrument incontournable des collections du Musée de la musique. Cet instrument à l’esthétique saisissante possède la forme sinueuse d’un serpent.	vents		./0161107-cornet-a-bouquin-tenor.aspx	 Description du cornet à bouquin ténor - Milieu du XVIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000004600/161107_CMIM00015045_LD.jpg	Incontournable - Cornet à bouquin ténor en forme de serpent - Musée de la musique	
Cornet à bouquin en <i>la</i>		Cornet à bouquin en la, instrument des collections du Musée de la musique. Les premières formes de cornets sont celles de la corne animale, les cornets percés de trous apparaissent vers l’an 1000.	vents		./0161425-cornet-a-bouquin-en-la.aspx	 Description du cornet à bouquin en la - Fin du XVIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005000/161425_CMIM000011035_660.jpg	Incontournable - Cornet à bouquin - Musée de la musique	
Cristal Baschet		Le Cristal de Baschet, instrument des collections du Musée de la musique. À la jonction des mondes plastique et sonore, l’œuvre des Baschet est le fruit d’une recherche esthétique formelle et sonore.	inclassables		./0161194-cristal-baschet.aspx	 Description du Cristal Baschet de 1980		https://drop.philharmoniedeparis.fr/CMFM/CMFM000004700/161194_CMIM000022799_660.jpg	Incontournable - Cristal Baschet - Musée de la musique	
Flûtes colonnes		Flûtes colonnes de Hans Rauch Von Schratt, instrument des collections du Musée de la musique. La flûte colonne fonctionne comme une flûte à bec, cet instrument de la Renaissance est rare, mystérieux.	vents		./0161966-flutes-colonnes-hans-rauch-von-schratt.aspx	 Description des flûtes colonnes - XVIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005600/161966_CMIM00015042_660.jpg	Incontournable - Flûtes colonnes - Musée de la musique	
Flûte traversière de Claude Laurent		Flûte traversière de Claude Laurent, instrument des collections du Musée de la musique. Cette flûte au corps de cristal orné d’améthyste et de clés en argent est l’un des nombreux instruments précieux.	vents		./0161513-flute-traversiere-claude-laurent.aspx	 Description de la flûte traversière de Claude Laurent de 1820		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005100/161513_CMIM000013393_600.jpg	Incontournable - Flûte traversière - Claude Laurent - Musée de la musique	
Guitare de Jean Baptiste dit Jean Voboam		La Guitare de Jean-Baptiste Voboam, instrument des collections du Musée de la musique. La famille Voboam a exercé à Paris, contribuant à fixer les canons de la guitare parisienne de l’époque baroque.	cordes		./0156651-guitare-jean-baptiste-voboam.aspx	Description de la guitare de Jean Baptiste dit Jean Voboam de 1708		https://drop.philharmoniedeparis.fr/CMFM/CMFM000000900/156651_CMIM000023207_LD.jpg	Incontournable - Guitare Jean-Baptiste Voboam - Musée de la musique	
Guitare à sept cordes de Lacote/Coste		Guitare à sept cordes de Lacote, instrument des collections du Musée de la musique. Cette guitare à sept cordes est le fruit des indications données par le guitariste virtuose Coste au luthier Lacote.	cordes		./0158354-guitare-a-sept-cordes-lacote-coste.aspx	Description de la guitare à sept cordes de Lacote/Coste de 1850		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002700/158354_CMIM000019190_600.jpg	Incontournable - Clavecin Jean-Claude Goujon - Musée de la musique	
Guitare dite «&nbsp;de Lambert&nbsp;»		Guitare dite de Lambert, instrument des collections du Musée de la musique. Au XVIIIe siècle, époque où la romance est en vogue, la guitare séduit par sa facilité de jeu et par son caractère léger.	cordes		./0158844-guitare-dite-de-lambert.aspx	Description de la guitare dite de Lambert - après 1758		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002900/158844_CMIM000018286_600.jpg	Incontournable - Guitare dite « de Lambert » - Musée de la musique	
Guitare Django Reinhardt		Guitare Django Reinhardt de Henri Selmer, instrument incontournable des collections du Musée de la musique. Cette guitare est l’un des derniers instruments ayant appartenu à Django Reinhardt.	cordes		./0160626-guitare-django-reinhardt-de-henri-selmer.aspx	Description de la guitare Django Reinhardt - 1940		https://drop.philharmoniedeparis.fr/CMFM/CMFM000011000/160626_CMIM000015188_660.jpg	Instrument incontournable - Guitare Django Reinhardt de Henri Selmer - Musée de la musique	
Guitare de Nicolas Grobert		La guitare de Nicolas Grobert, instrument des collections du Musée de la musique fut prêtée à Paganini par le luthier Vuillaume lors d’un séjour à Paris, cette guitare a ensuite été donnée à Berlioz.	cordes		./0161650-guitare-nicolas-grobert.aspx	Description de la guitare de Nicolas Grobert - vers 1830		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005200/161650_CMIM00015061_660.jpg	Incontournable - Guitare Jean-Nicolas Grobert - Musée de la musique	
Guitare acoustique modèle Excel Cutaway John d’Angelico		Guitare de John D’Angelico, instrument des collections du Musée de la musique. Les guitares de Jazz D’Angelico ont acquis un renom de par sa modeste production artisanale à la facture irréprochable.	cordes		./0920372-guitare-de-jazz-john-d-angelico.aspx	Description de la guitare de jazz de John d’Angelico de 1957		https://drop.philharmoniedeparis.fr/CMFM/CMFM000006600/920372_CMIM000027785_660.jpg	Incontournable - Guitare acoustique modèle Excel Cutaway- Musée de la musique	
Guitare de Robert Bouchet		La Guitare de Robert Bouchet est un instrument des collections du Musée de la musique. Cette guitare classique et sa jumelle ont appartenu au célèbre duo formé par Ida Presti et Alexandre Lagoya.	cordes		./0157837-guitare-robert-bouchet.aspx	Description de la Guitare de Robert Bouchet de 1958		https://drop.philharmoniedeparis.fr/CMFM/CMFM000001800/157837_CMIM000027117_lD.jpg	Incontournable - Guitare Robert Bouchet - Musée de la musique	
Guitare électrique modèle 6120 Chet Atkins Gretsch		La Guitare électrique modèle 6120 de Gretsch, instrument des collections du Musée de la musique. Établi comme un classique, cette guitare est un modèle de légende pour nombre de musiciens américains	cordes		./0156712-guitare-electrique-gretsch.aspx	Description de la Guitare électrique Gretsch de 1960		https://drop.philharmoniedeparis.fr/CMFM/CMFM000001300/156712_CMIM000023382_LD.jpg	Incontournable - Guitare électrique demi-caisse modèle 6120 - Gretsch - Musée de la musique	
Guitare électrique Super de Luxe Jacobacci frères		Guitare électrique modèle super de luxe, Jacobacci, instrument des collections du Musée de la musique. Les ateliers Jacobacci ont fabriqué des instruments pour Johnny Hallyday, Eddy Mitchell...	cordes		./0156703-guitare-electrique-jacobacci.aspx	Description de la Guitare électrique Jacobacci de 1958		https://drop.philharmoniedeparis.fr/CMFM/CMFM000001200/156703_CMIM000023376_660.jpg	Incontournable - Guitare électrique Jaccobacci - Musée de la musique	
Guitare basse électrique modèle 4001 Rickenbacker		Guitare électrique basse model 4001, Rickenbacker, instrument des collections du Musée de la musique. Commercialisée en 1961, la Model 4001 est créée d’après un dessin original du luthier Rosmeill.	cordes		./0160356-guitare-electrique-basse-rickenbacker.aspx	Description de la Guitare électrique basse Rickenbacker de 1977		https://drop.philharmoniedeparis.fr/CMFM/CMFM000004000/160356_CMIM000018378_660.jpg	Incontournable - Guitare basse électrique modèle 4001 Rickenbacker  - Musée de la musique	
Guitare électrique modèle Flying V 2 Gibson		Guitare électrique Flying V de Gibson, instrument incontournable des collections du Musée de la musique. La Flying V est la première guitare électrique à délaisser la forme conventionnelle.	cordes		./0158238-guitare-electrique-flying-v-gibson.aspx	Description de la guitare électrique Flying V Gibsonde 1980		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002500/158238_CMIM000019344_660.jpg	Incontournable - Guitare électrique modèle Flying V 2 - Musée de la musique	
Guitare électrique modèle Stratocaster Fender		Guitare électrique Stratocaster de Fender, instrument incontournable des collections du Musée de la musique. Le Musée conserve l’un des premiers exemplaires du modèle Stratocaster créé par Léo Fender.	cordes		./0156168-guitare-electrique-stratocaster-fender.aspx	La guitare électrique Stratocaster, Fender de 1954		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009200/156168_CMIM000019352_LD.jpg	Instrument incontournable - Guitare électrique Stratocaster de Fender - Musée de la musique	
Guitare électrique modèle Telecaster Fender		Guitare électrique Telecaster de Fender, instrument des collections du Musée de la musique. À la fin des années 1940, Fender créée un modèle de guitare électrique répondant à la production de masse.	cordes		./0160314-guitare-electrique-telecaster-fender.aspx	Description de la guitare électrique Telecaster de Fender de 1953		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003900/160314_CMIM000019332_660.jpg	Guitare électrique modèle Telecaster Fender - Musée de la musique	
Harmonica de verre		Harmonica de verre, instrument incontournable des collections du Musée de la musique. Mozart composa un quintette pour glass harmonica,Franz Anton Mesmer l’utilisait pour mettre en transe ses patients.	inclassables		./0160414-harmonica-de-verre.aspx	 Description de l’Harmonica de verre - Fin du XVIIIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000004100/160414_CMIM00029744_660.jpg	Incontournable - Harmonica de Verre - Musée de la musique	
Harpe à simple mouvement Érard		La harpe à simple mouvement Érard Frères, instrument des collections du Musée de la musique. Cette harpe est l’une des plus anciennes harpes Érard conservées, en témoigne son numéro de série : « 7 ».	cordes		./0160815-harpe-a-simple-mouvement-erard.aspx	Description de la harpe à simple mouvement Erard de 1799		https://drop.philharmoniedeparis.fr/CMFM/CMFM000004300/160815_CMIM00027445_660.jpg	Incontournable - Harpe à simple mouvement Erard - Musée de la musique	
Harpe chromatique Pleyel		Harpe chromatique Pleyel, instrument incontournable des collections du Musée de la musique. En 1894 Gustave Lyon dépose un brevet pour un nouveau modèle de harpe sans pédale baptisée harpe chromatique.	cordes		./0160898-harpe-chromatique-pleyel.aspx	Description de la harpe chromatique Pleyel de 1900		https://drop.philharmoniedeparis.fr/CMFM/CMFM000004500/160898_CMIM00028034_660.jpg	Incontournable - Harpe Chromatique Pleyel - Musée de la musique	
Harpe-luth <i>kasso</i> (kora)		Harpe-luth kasso (kora), instrument incontournable des collections du Musée de la musique. La kora est l’instrument par excellence des musiciens professionnels mandingues (appelés griots).	cordes		./0795316-harpe-luth-kasso-kora.aspx	La harpe-luth kasso (Kora)® Jean-Marc Anglès - XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000008900/0795316_CMIM000027607_LD.jpg	Incontournable - Harpe-luth Kasso - Kora - Musée de la musique	
Harpe <i>kundi</i>		Harpe kundi, instrument incontournable des collections du Musée de la musique. Cette petite harpe arquée à cinq cordes, est caractéristique de la facture zandé, musiciens des cours royales.	cordes		./0158801-harpe-kundi.aspx	La harpe Kundi - Début XXe		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009000/158801_CMIM000018287_LD.jpg	Instrument incontournable - Harpe Kundi - Musée de la musique	
Harpe <i>ngomgi</i>		Harpe ngomgi (Afrique), instrument incontournable des collections du Musée de la musique. Grande harpe arquée à dix cordes des populations ngbaka-ma’bo qui entretiennent une forte relation à la nature.	cordes		./0158188-harpe-ngomgi.aspx	Description de la Harpe Ngomgi - Début XXe Siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007700/158188_CMIM000023085_660.jpg	Incontournable - Harpe ngomgi - Musée de la musique	
Harpe <i>saung-Gaunk</i>		Harpe saung-Gaunk, instrument des collections du Musée de la musique. Unie à la musique de cour des dynasties bouddhiques de Birmanie, la harpe saung-Gaunk était jouée dans un ensemble instrumental.	cordes		./0161130-harpe-saung-gaunk.aspx	La harpe Saung-Gaunk - Début XXe Siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009100/161130_CMIM000023217_LD.jpg	Instrument incontournable - Harpe saung-Gaunk - Musée de la musique	
Orchestre <i>gamelan</i>		Orchestre gamelan (Indonésie), instrument des collections du Musée de la musique. Le gamelanest constitué de métallophones, gongs et tambours. Son nom vient du javanais gamel, qui signifie frapper.	percussions		./0156481-orchestre-gamelan.aspx	 Description de l’orchestre Gamelan - Avant 1887		https://drop.philharmoniedeparis.fr/CMFM/CMFM000000800/156481_CMIM00015875_LD.jpg	Incontournable - Gamelan - Musée de la musique	
Luth <i>biwa</i>		Luth biwa (Japon), instrument incontournable des collections du Musée de la musique. Le luth biwa est l’un des instruments emblématiques de la culture japonaise.	cordes		./0158220-luth-biwa.aspx	Description du luth Biwa - XIXe Siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007600/158220_CMIM000027620_660.jpg	Incontournable - Luth biwa - Musée de la musique	
Luth de Johann Christiann Hoffmann		Luth de Hoffmann, instrument des collections du Musée de la musique. Le travail d’Hoffmann suscita de nombreux éloges de par la qualité des formes qu’il créait et la beauté du son de ses instruments.	cordes		./0161785-luth-johann-christian-hoffmann.aspx	Description du luth de Johann Christiann Hoffmann de 1720		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005400/161785_CMIM000019662_660.jpg	Incontournable - Luth Johann christian Hoffman  - Musée de la musique	
Luth <i>târ</i>		Luth târ (Iran), instrument incontournable des collections du Musée de la musique. Le târ a intégré la musique savante classique iranienne au XIXe siècle, instrument privilégié de grands musiciens.	cordes		./0158900-luth-tar.aspx	Description du luth Târ - vers 1950		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003200/158900_CMIM000018434_600.jpg	Incontournable - luth târ - Musée de la musique	
Luth <i>’ud</i>		Luth ’ud (Syrie), instrument des collections du Musée de la musique. Instrument majeur de la musique arabe, le luth ’ud possède une longue histoire dont la trace se perd dans la région de Bagdad.	cordes		./0158896-luth-ud.aspx	Description du luth ’ud - 1931		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003100/158896_CMIM00027471_660.jpg	Incontournable - luth ud - Musée de la musique	
Luth de Jacob Hes		Le Luth renaissance à sept chœurs de Jocob Hes (XVIe siècle), instrument incontournable des collections du Musée de la musique. Ce luth en ivoire est l’un des rares luths de la Renaissance.	cordes		./0130495-luth-jocob-hes.aspx	Description du luth de Jocob Hes de 1586		https://drop.philharmoniedeparis.fr/CMFM/CMFM000000500/130495_CMIM000020030_HD.jpg	Incontournable - luth Jacob Hes - Musée de la musique	
Luth <i>sanxian</i>		Luth sanxian (Japon), instrument incontournable des collections du Musée de la musique. Le sanxian (qui signifie « trois cordes ») est un luth à manche long répandue en Asie centrale.	cordes		./0161238-luth-sanxian.aspx	Description du luth Sanxian - XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007200/161238_CMIM000027611_660.jpg	Incontournable - Luth sanxian - Musée de la musique	
Luth <i>sarod</i>		Luth sarod, instrument des collections du Musée de la musique. Le luth sarod est uni à l’histoire du rabab afghan, introduit en Inde lors de la migration de mercenaires pathan venus d’Afghanistan.	cordes		./0158479-luth-sarod.aspx	Description du luth Sarod - 1875		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009900/158479_CMIM000020000_LD_660.jpg	Incontournable - luth sarod - Musée de la musique	
Luth <i>sitar</i>		Luth sitar (Inde), instrument des collections du Musée de la musique. Le luth sitar apparaît à Delhi qui conserve un rôle artistique florissant et attractif à une époque de désordres politiques.	cordes		./0158481-luth-sitar-kanailal-and-brother.aspx	Description du luth Sitar - vers 1930		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007500/158481_CMIM000018980_660.jpg	Incontournable - Luth sitar Kanailal and Brother - Musée de la musique	
Octobasse de Jean-Baptiste Vuillaume		Octobasse de Jean-Baptiste Vuillaume, instrument des collections du Musée de la musique. Le gigantesque instrument Octobasse est la réalisation la plus spectaculaire de Jean-Baptiste Vuillaume.	cordes		./0161700-octobasse-jean-baptiste-vuillaume.aspx	Description de l’octobasse de Jean-Baptiste Vuillaume - vers 1850		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005300/161700_CMIM000015244_660.jpg	Incontournable - Octobasse Jean-Baptiste Vuillaume - Musée de la musique	
Ondes Martenot		Ondes Martenot, instrument des collections du Musée de la musique. Les Ondes Martenot figurent parmi les premiers instruments de musique électronique, très utilisées dans les films, la musique savante.	electroniques		./0162041-ondes-martenot.aspx	 Description des ondes Martenot - Vers 1930		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005700/162041_CMIM000015258_660.jpg	Incontournable - Ondes Martenot - Musée de la musique	
Ondioline Georges Jenny		Ondioline de Georges Jenny est un instrument des collections du Musée de la musique. L’ondioline, inventée en 1942 par Georges Jenny vaut à son créateur d’obtenir la médaille d’or du concours Lépine.	electroniques		./0156680-ondioline-georges-jenny.aspx	 Description de l’ondioline par Georges Jenny - 1942		https://drop.philharmoniedeparis.fr/CMFM/CMFM000010100/156680_CMIM000015140_LD_660.jpg	Incontournable - Ondioline - Georges Jenny - Musée de la musique	
Orgue électromécanique Hammond		Orgue électromécanique Hammond, Modèle A, instrument des collections du Musée de la musique. Hammond cherche à varier les activités de sa société, il met au point en 1933 un orgue électromécanique.	claviers		./0158215-orgue-electromecanique-hammond-modele-a.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000011100/158215_CMIM000029536_660.jpg	Instrument incontournable - Orgue électromécanique Hammond, Modèle A - Musée de la musique	
Orgue Jean-Baptiste Jérémie Schweickart		Orgue de Schweickart, instrument des collections du Musée de la musique. Les orgues de salon réalisés au XVIIIe siècle sont très rares, cet orgue est le seul exemplaire connu de Schweickart.	claviers		./0992754-orgue-jean-baptiste-jeremie-schweickart.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000006700/992754_CMIM000029263_660.jpg	Incontournable - Orgue  Schweickart - Musée de la musique	
Piano à queue Érard		Le Piano à queue Érard 1844, instrument des collections du Musée de la musique. Liszt donna une série de concerts sur ce piano représentatif des pianos à queue créés pour sortir du cadre salon privé.	claviers		./0156455-piano-a-queue-erard.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000000700/156455_CMIM000023073_LD.jpg	Incontournable - Piano à queue Érard - Musée de la musique	
Piano à queue Gräbner frères		Piano à queue Gräbner frères, instrument incontournable des collections du Musée de la musique. Dans un état historique remarquable, représente l’aboutissement de la facture germanique.	claviers		./157921-piano-a-queue-graebner-freres-e-200271.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000011200/157921_CMIM000028069_660.jpg	Incontournable - Piano à queue Gräbner frères - Musée de la musique	
Piano à queue Pleyel		Le Piano à queue Pleyel 1842, instrument incontournable des collections du Musée de la musique. Ardent partisan de la firme dirigée par Camille Pleyel, Chopin joua sur des pianos proches de celui-ci.	claviers		./0157252-piano-a-queue-pleyel.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000001500/157252_CMIM000029106_LD.jpg	Incontournable - Piano à queue Pleyel - 1842 - Musée de la musique	
